"Building.Name","Property.Type","Property_Size_in_sq_ft","Bedroom","Bathroom","Amount_of_Facilities","Parking_Lot","Land.Title","Tenure.Type","Price_in_RM"
"Simfoni @ Eco Majestic","Apartment",753,3,2,0,0,"Non Bumi Lot","Freehold",169000
"Cendana","Apartment",850,3,2,0,2,"Non Bumi Lot","Freehold",195000
"Eden Seaview","Condominium",800,3,2,9,1,"Non Bumi Lot","Freehold",368000
"Springville Service Apartment, Ukay Perdana, Ampang","Apartment",738,3,2,6,1,"Non Bumi Lot","Leasehold",230000
"BaysWater","Condominium",1313,3,2,0,3,"Non Bumi Lot","Freehold",960000
"Dahlia Park","Condominium",1495,4,2,7,2,"Non Bumi Lot","Freehold",470000
"Villa Park","Condominium",956,3,2,12,1,"Non Bumi Lot","Freehold",295000
"Pangsapuri Damai Senja","Apartment",811,3,2,3,1,"Non Bumi Lot","Leasehold",290000
"Mentari Court","Apartment",764,3,2,5,0,"Bumi Lot","Leasehold",255000
"Triuni Residences @ The Sanctuary","Condominium",1302,3,3,9,2,"Non Bumi Lot","Freehold",825000
"Vista Bay","Condominium",1258,4,2,6,0,"Non Bumi Lot","Freehold",435000
"Medan Angsana (Farlim 2)","Flat",500,2,1,0,0,"Non Bumi Lot","Leasehold",125000
"Garden Park","Condominium",883,3,2,8,1,"Non Bumi Lot","Leasehold",250000
"Simfoni @ Eco Majestic","Apartment",753,3,2,0,0,"Non Bumi Lot","Freehold",169000
"Cendana","Apartment",850,3,2,0,2,"Non Bumi Lot","Freehold",195000
"Eden Seaview","Condominium",800,3,2,9,1,"Non Bumi Lot","Freehold",368000
"Springville Service Apartment, Ukay Perdana, Ampang","Apartment",738,3,2,6,1,"Non Bumi Lot","Leasehold",230000
"BaysWater","Condominium",1313,3,2,0,3,"Non Bumi Lot","Freehold",960000
"Dahlia Park","Condominium",1495,4,2,7,2,"Non Bumi Lot","Freehold",470000
"Villa Park","Condominium",956,3,2,12,1,"Non Bumi Lot","Freehold",295000
"Pangsapuri Damai Senja","Apartment",811,3,2,3,1,"Non Bumi Lot","Leasehold",290000
"Mentari Court","Apartment",764,3,2,5,0,"Bumi Lot","Leasehold",255000
"Triuni Residences @ The Sanctuary","Condominium",1302,3,3,9,2,"Non Bumi Lot","Freehold",825000
"Vista Bay","Condominium",1258,4,2,6,0,"Non Bumi Lot","Freehold",435000
"Medan Angsana (Farlim 2)","Flat",500,2,1,0,0,"Non Bumi Lot","Leasehold",125000
"Garden Park","Condominium",883,3,2,8,1,"Non Bumi Lot","Leasehold",250000
"Amara Service Residences","Service Residence",1012,3,2,8,2,"Non Bumi Lot","Freehold",375000
"Pangsapuri Sri Shamelin","Apartment",613,3,2,5,0,"Bumi Lot","Leasehold",200000
"Pangsapuri Arista","Apartment",650,3,2,0,1,"Non Bumi Lot","Freehold",200000
"Residensi Zamrud","Condominium",1023,3,2,14,2,"Non Bumi Lot","Freehold",310000
"Green Suria Apartment","Apartment",1212,3,2,14,2,"Non Bumi Lot","Freehold",320000
"Lily & Jasmine","Apartment",1024,3,2,5,2,"Non Bumi Lot","Leasehold",268000
"Zennith Suites","Condominium",678,1,1,4,1,"Non Bumi Lot","Leasehold",245000
"Parc Regency Serviced Apartment","Service Residence",1010,2,2,14,1,"Non Bumi Lot","Freehold",396000
"Taman Medan Penaga","Condominium",800,3,2,0,1,"Non Bumi Lot","Freehold",378000
"Marina Court","Condominium",1216,3,2,6,1,"Non Bumi Lot","Leasehold",570000
"Idaman Iris","Condominium",850,3,2,9,1,"Non Bumi Lot","Freehold",365000
"Nadayu63","Condominium",557,1,1,9,0,"Non Bumi Lot","Leasehold",225000
"Pangsapuri Puncak Saujana","Apartment",1055,3,2,3,0,"Non Bumi Lot","Freehold",279999
"Pangsapuri Pendekar","Flat",667,3,2,3,0,"Bumi Lot","Freehold",139999
"Bandar Teknologi Kajang Flat","Flat",550,2,1,0,0,"Bumi Lot","Freehold",69999
"Bandar Teknologi Kajang Flat","Flat",550,2,1,0,0,"Non Bumi Lot","Freehold",84999
"Harmoni Apartment","Apartment",650,3,2,7,0,"Non Bumi Lot","Leasehold",168000
"Pangsapuri Bukit Beruang Permai","Apartment",900,3,2,0,0,"Non Bumi Lot","Leasehold",175000
"Mentari Court","Apartment",775,3,2,4,0,"Bumi Lot","Leasehold",275000
"Bandar Bukit Tinggi 2 (Klang)","Apartment",650,3,1,0,1,"Non Bumi Lot","Freehold",230000
"i-Soho @ i-City","Condominium",620,2,2,4,1,"Non Bumi Lot","Freehold",420000
"Mewah View Luxurious Apartments","Apartment",1200,3,2,12,0,"Non Bumi Lot","Freehold",310000
"Mentari Court","Apartment",764,3,2,5,0,"Bumi Lot","Leasehold",260000
"Amazing Heights","Apartment",860,3,2,8,1,"Non Bumi Lot","Freehold",240000
"Taman Seri Hijau","Apartment",750,3,2,3,1,"Non Bumi Lot","Freehold",355000
"Bayu Villa","Apartment",802,3,2,8,1,"Non Bumi Lot","Freehold",280000
"Taman Seri Hijau","Apartment",700,3,2,3,1,"Non Bumi Lot","Freehold",360000
"Swiss-Garden Resort Residences, Kuantan","Condominium",708,2,2,7,1,"Bumi Lot","Freehold",468000
"Pangsapuri Seri Perantau","Apartment",650,3,2,0,1,"Non Bumi Lot","Freehold",130000
"The Parque Residences @ Eco Sanctuary","Condominium",721,2,1,10,2,"Non Bumi Lot","Leasehold",580000
"Megah Villa Apartments","Apartment",660,3,2,3,0,"Bumi Lot","Freehold",155000
"Pangsapuri Akasia Berjaya Park","Apartment",850,3,2,2,1,"Non Bumi Lot","Freehold",290000
"D'Latour","Service Residence",724,2,2,7,1,"Non Bumi Lot","Leasehold",680000
"The Light Linear @ The Light Waterfront","Condominium",1539,3,3,0,2,"Non Bumi Lot","Freehold",1350000
"The Light Linear @ The Light Waterfront","Condominium",1539,3,3,0,3,"Non Bumi Lot","Freehold",1220000
"Skygarden Residence Apartment Condo ","Condominium",999,3,3,5,1,"Non Bumi Lot","Leasehold",245000
"Seksyen 2 Wangsa Maju Flat","Flat",650,2,1,0,0,"Non Bumi Lot","Leasehold",227000
"Residensi Bistaria","Condominium",850,4,2,7,1,"Non Bumi Lot","Freehold",300000
"Mentari Court","Apartment",775,3,2,6,1,"Bumi Lot","Leasehold",300000
"Sri Intan 2","Condominium",1295,3,2,8,1,"Non Bumi Lot","Freehold",340000
"APARTMENT PR1MA PRESINT 11 (Apartment PR1MA)","Apartment",1006,3,2,7,2,"Bumi Lot","Freehold",450000
"Arena Green","Condominium",745,3,2,4,1,"Non Bumi Lot","Freehold",270000
"Menara Alpha","Condominium",1000,3,2,6,1,"Non Bumi Lot","Leasehold",350000
"Sri Impian Apartment (Larkin Perdana)","Apartment",1000,3,2,4,2,"Bumi Lot","Leasehold",246000
"Taman Baiduri Jaya Seksyen 2","Flat",700,3,2,1,0,"Non Bumi Lot","Freehold",100000
"Plaza Damas","Service Residence",430,1,1,6,0,"Non Bumi Lot","Freehold",320000
"Villa Krystal","Apartment",818,4,2,7,0,"Non Bumi Lot","Freehold",218000
"Serdang Skyvillas","Apartment",815,3,2,6,0,"Non Bumi Lot","Leasehold",188000
"Kristal View","Condominium",1200,3,2,8,2,"Bumi Lot","Leasehold",465000
"D'Cerrum Apartment","Apartment",949,3,2,10,2,"Non Bumi Lot","Freehold",275000
"Pangsapuri Palma (Bandar Botanic)","Apartment",650,3,2,0,0,"Non Bumi Lot","Freehold",170000
"Bayu Villa","Apartment",1038,3,2,7,0,"Non Bumi Lot","Freehold",368000
"GM Residence Remia","Service Residence",815,3,2,1,0,"Non Bumi Lot","Freehold",599000
"Rivercity Condominium","Condominium",1200,3,2,0,0,"Non Bumi Lot","Freehold",499000
"Sky View","Service Residence",871,2,2,2,0,"Non Bumi Lot","Freehold",428000
"Impiana @ East Ledang","Condominium",614,1,1,0,0,"Non Bumi Lot","Freehold",310000
"Mewah View Luxurious Apartments","Apartment",1200,3,2,12,0,"Non Bumi Lot","Freehold",310000
"Nusa Heights","Condominium",1004,3,2,0,0,"Non Bumi Lot","Freehold",400000
"Berjaya Times Square","Condominium",578,1,1,5,0,"Non Bumi Lot","Freehold",495000
"Lakeview Apartment","Apartment",870,3,2,0,1,"Bumi Lot","Leasehold",270000
"Tasek Seri Alam","Flat",657,3,2,0,0,"Bumi Lot","Freehold",135000
"Ampang Boulevard","Condominium",1376,3,2,7,0,"Non Bumi Lot","Leasehold",450000
"Taman Maluri (Ulu Tiram)","Flat",730,3,2,0,0,"Non Bumi Lot","Freehold",132000
"Silk Residence","Apartment",1021,3,2,0,2,"Non Bumi Lot","Freehold",315000
"Melur Apartment (Sentul)","Apartment",1015,3,2,7,1,"Non Bumi Lot","Leasehold",395000
"Jesselton Twin Towers","Service Residence",649,1,1,5,1,"Non Bumi Lot","Leasehold",738238
"Flat PKNS Seksyen 24 Shah Alam","Flat",753,3,2,1,0,"Bumi Lot","Leasehold",195000
"Sri Alam","Condominium",1259,3,2,7,1,"Bumi Lot","Leasehold",480000
"Aster Court","Condominium",872,3,2,3,0,"Non Bumi Lot","Freehold",330000
"Residensi Adelia","Condominium",1082,3,3,10,2,"Non Bumi Lot","Freehold",310000
"Renjana Ampang","Condominium",1091,3,2,10,1,"Non Bumi Lot","Freehold",365000
"I-Park Apartment","Apartment",650,3,2,6,0,"Non Bumi Lot","Freehold",215000
"Farlim 4","Apartment",650,3,1,4,0,"Non Bumi Lot","Leasehold",175000
"Suria Ixora","Apartment",700,3,2,7,2,"Non Bumi Lot","Freehold",269000
"De Palma","Apartment",850,3,2,7,2,"Bumi Lot","Freehold",289000
"Sinar Bukit Dumbar","Apartment",800,3,2,8,1,"Non Bumi Lot","Freehold",330000
"Orchis Apartment, Bandar Parklands","Apartment",850,3,2,3,1,"Non Bumi Lot","Freehold",295000
"Taman Seri Damai","Apartment",950,3,2,5,1,"Non Bumi Lot","Leasehold",295000
"De Bayu Apartment","Apartment",820,3,2,10,2,"Non Bumi Lot","Freehold",299000
"Asteria","Apartment",850,3,2,6,2,"Non Bumi Lot","Leasehold",270000
"Pangsapuri Bayu Suria","Apartment",1103,3,2,6,1,"Non Bumi Lot","Leasehold",259000
"D'Cassia Apartment","Apartment",850,3,2,9,2,"Non Bumi Lot","Freehold",260000
"Suria Rafflesia","Apartment",700,3,2,7,2,"Non Bumi Lot","Freehold",269000
"Vista Sri Tanjung","Apartment",1140,3,2,7,0,"Non Bumi Lot","Freehold",299000
"Mutiara Residences @ Serdang","Service Residence",1033,4,3,10,2,"Non Bumi Lot","Leasehold",309000
"Klang Villa Apartment","Apartment",980,3,2,3,1,"Non Bumi Lot","Leasehold",170000
"Suria Mewah Residensi","Apartment",1001,4,2,4,0,"Non Bumi Lot","Leasehold",269000
"Halaman Kristal","Apartment",700,3,2,3,1,"Non Bumi Lot","Freehold",315000
"Pangsapuri Palma (Bandar Botanic)","Apartment",650,3,2,0,0,"Non Bumi Lot","Freehold",188000
"Royale Infinity","Condominium",1140,3,2,7,2,"Non Bumi Lot","Freehold",385000
"Residensi Warnasari 2","Apartment",863,3,2,5,1,"Bumi Lot","Leasehold",275000
"Pangsapuri Sri Mahligai","Condominium",1170,3,2,11,2,"Non Bumi Lot","Leasehold",395000
"Desa Petaling Flat","Condominium",850,3,2,7,0,"Non Bumi Lot","Leasehold",260000
"Platinum Splendor Residensi Semarak","Condominium",1184,4,2,11,2,"Bumi Lot","Leasehold",500000
"Desa Pinang 2","Apartment",614,3,2,6,1,"Non Bumi Lot","Leasehold",270000
"Suria Jaya","Apartment",420,2,2,7,1,"Non Bumi Lot","Freehold",225000
"Saujana Ria Aparment","Apartment",650,3,2,0,0,"Bumi Lot","Leasehold",140000
"Pangsapuri Cemara (Cheras)","Apartment",650,3,2,4,0,"Bumi Lot","Leasehold",177000
"Pangsapuri Seri Jati (Bandar Puteri)","Apartment",667,3,2,3,0,"Non Bumi Lot","Freehold",150000
"Rawang Mutiara","Apartment",794,3,2,0,1,"Non Bumi Lot","Freehold",145000
"Taman Lembah Maju 600 Apartment","Apartment",858,3,2,2,1,"Non Bumi Lot","Leasehold",288000
"Mentari Court","Apartment",764,3,2,6,0,"Bumi Lot","Leasehold",280000
"City Residence","Condominium",1230,3,2,10,0,"Non Bumi Lot","Freehold",950000
"Makmur Apartment","Apartment",850,3,2,3,1,"Non Bumi Lot","Leasehold",255000
"Riviera Apartment","Apartment",883,3,2,4,0,"Non Bumi Lot","Leasehold",235000
"Mutiara Serdang (Turf View)","Apartment",1200,4,2,5,1,"Non Bumi Lot","Leasehold",328000
"Pangsapuri Desa Permai Indah","Apartment",997,3,2,8,1,"Non Bumi Lot","Leasehold",398000
"Desa Petaling Flat","Condominium",850,3,2,7,0,"Non Bumi Lot","Leasehold",260000
"Platinum Splendor Residensi Semarak","Condominium",1184,4,2,11,2,"Bumi Lot","Leasehold",500000
"Desa Pinang 2","Apartment",614,3,2,6,1,"Non Bumi Lot","Leasehold",270000
"Suria Jaya","Apartment",420,2,2,7,1,"Non Bumi Lot","Freehold",225000
"Saujana Ria Aparment","Apartment",650,3,2,0,0,"Bumi Lot","Leasehold",140000
"Pangsapuri Cemara (Cheras)","Apartment",650,3,2,4,0,"Bumi Lot","Leasehold",177000
"Rawang Mutiara","Apartment",794,3,2,0,1,"Non Bumi Lot","Freehold",145000
"Pangsapuri Seri Jati (Bandar Puteri)","Apartment",667,3,2,3,0,"Non Bumi Lot","Freehold",150000
"Taman Lembah Maju 600 Apartment","Apartment",858,3,2,2,1,"Non Bumi Lot","Leasehold",288000
"Mentari Court","Apartment",764,3,2,6,0,"Bumi Lot","Leasehold",280000
"City Residence","Condominium",1230,3,2,10,0,"Non Bumi Lot","Freehold",950000
"Makmur Apartment","Apartment",850,3,2,3,1,"Non Bumi Lot","Leasehold",255000
"Riviera Apartment","Apartment",883,3,2,4,0,"Non Bumi Lot","Leasehold",235000
"Mutiara Serdang (Turf View)","Apartment",1200,4,2,5,1,"Non Bumi Lot","Leasehold",328000
"Pangsapuri Desa Permai Indah","Apartment",997,3,2,8,1,"Non Bumi Lot","Leasehold",398000
"Vista Apartment","Apartment",645,3,2,2,1,"Non Bumi Lot","Freehold",170000
"Ambience Residence","Service Residence",688,2,1,0,1,"Non Bumi Lot","Freehold",207100
"Arc @ Austin Hills","Service Residence",850,3,2,14,1,"Bumi Lot","Freehold",345000
"Saville @ Cheras","Service Residence",1367,3,2,12,2,"Non Bumi Lot","Freehold",650000
"Apartment Permata (Bandar Perda)","Apartment",624,3,1,0,1,"Non Bumi Lot","Freehold",180000
"Mentari Court","Apartment",764,3,2,5,0,"Bumi Lot","Leasehold",270000
"Dimensi","Apartment",900,3,2,0,0,"Bumi Lot","Freehold",175000
"Pangsapuri Perdana Villa","Apartment",1102,3,2,7,2,"Non Bumi Lot","Freehold",249000
"Pangsapuri Kasuarina (Bandar Botanic)","Apartment",900,3,2,0,0,"Non Bumi Lot","Freehold",250000
"Rumah Pangsa Orkid (Tmn Desa Cemerlang)","Flat",750,3,2,1,0,"Non Bumi Lot","Freehold",168000
"Hill10 Residence @ i-City","Service Residence",516,2,1,8,0,"Non Bumi Lot","Freehold",550000
"Jesselton Twin Towers","Service Residence",832,2,2,5,2,"Non Bumi Lot","Leasehold",734450
"Jesselton Twin Towers","Service Residence",1270,2,2,5,2,"Bumi Lot","Leasehold",804011
"Cheng Heights","Condominium",800,3,2,8,2,"Non Bumi Lot","Freehold",338000
"East Bay (Seri Bayan), Masai","Apartment",1097,3,2,7,0,"Non Bumi Lot","Freehold",380000
"18 East At Andaman","Condominium",3878,4,4,11,4,"Non Bumi Lot","Freehold",3600000
"ForestVille","Condominium",1050,3,2,7,2,"Non Bumi Lot","Freehold",500000
"Ivory Residence","Condominium",1288,3,2,9,2,"Non Bumi Lot","Freehold",305000
"Pangsapuri Saujana Permai 2","Apartment",1000,3,2,3,0,"Non Bumi Lot","Freehold",250000
"Ameera Residence","Condominium",1288,3,2,11,2,"Non Bumi Lot","Freehold",350000
"Villa Krystal","Apartment",850,3,2,8,1,"Non Bumi Lot","Freehold",199000
"Pangsapuri Samudera (Pulau Indah)","Apartment",680,3,1,0,0,"Bumi Lot","Freehold",88000
"Residensi Warnasari","Apartment",720,3,2,3,0,"Bumi Lot","Leasehold",150000
"Villa Wangsamas","Condominium",1267,3,3,11,1,"Bumi Lot","Freehold",450000
"Pelita Indah Condominium","Condominium",1200,3,2,5,1,"Non Bumi Lot","Freehold",380000
"Putra Suria Residence","Condominium",748,3,2,8,1,"Bumi Lot","Leasehold",300000
"Sandilands @ Jelutong","Condominium",1334,3,2,11,2,"Non Bumi Lot","Freehold",788000
"Danga View Apartment","Apartment",2124,3,4,10,1,"Non Bumi Lot","Freehold",520000
"Sri Jelutong","Apartment",650,3,1,4,0,"Non Bumi Lot","Freehold",270000
"Desa Green Apartment (Jelutong)","Apartment",700,3,2,3,1,"Non Bumi Lot","Freehold",298000
"Kingfisher @ Inanam","Condominium",865,3,2,9,2,"Non Bumi Lot","Freehold",415286
"Beverly Hills 2","Apartment",750,2,2,12,1,"Non Bumi Lot","Leasehold",285000
"Taman Jade","Flat",530,2,1,2,0,"Non Bumi Lot","Freehold",200000
"The Arcuz","Service Residence",753,2,1,10,0,"Non Bumi Lot","Leasehold",668000
"Kondominium Mutiara (Bandar Perda)","Condominium",850,3,2,6,1,"Non Bumi Lot","Freehold",255000
"The Loft Residence","Service Residence",1329,2,2,6,1,"Non Bumi Lot","Leasehold",998000
"Jesselton Residences","Condominium",2266,4,5,8,0,"Non Bumi Lot","Leasehold",2100000
"Pangsapuri Indah Mas","Apartment",789,3,1,4,0,"Bumi Lot","Leasehold",260000
"Bukit Bantayan Residence","Service Residence",1007,3,2,12,2,"Non Bumi Lot","Leasehold",466000
"Bukit Bantayan Residence","Condominium",1007,3,2,12,2,"Bumi Lot","Leasehold",489819
"Bukit Bantayan Residence","Service Residence",904,3,2,12,2,"Non Bumi Lot","Leasehold",478200
"Bukit Awansari (OG Court)","Condominium",1120,3,2,5,0,"Non Bumi Lot","Freehold",320000
"Apartment Stulang","Flat",700,2,1,0,0,"Bumi Lot","Leasehold",180000
"The Tamarind @ Seri Tanjung Pinang","Condominium",1047,3,2,8,2,"Non Bumi Lot","Freehold",1080000
"Taman Paya Terubong","Apartment",700,3,2,3,1,"Non Bumi Lot","Freehold",188000
"Marina Cove Resort","Apartment",640,1,1,4,0,"Non Bumi Lot","Freehold",110000
"Pangsapuri Seri Iskandar","Apartment",798,3,2,6,0,"Bumi Lot","Leasehold",210000
"Puteri Palma Condominium","Townhouse Condo",1281,3,2,6,0,"Non Bumi Lot","Freehold",495000
"Studio Fourteen","Condominium",450,1,1,9,1,"Non Bumi Lot","Leasehold",280000
"SummerSkye Residences","Condominium",1100,3,2,2,2,"Non Bumi Lot","Freehold",700000
"Pandan Ria Apartment (Block D)","Apartment",650,3,2,4,0,"Non Bumi Lot","Leasehold",175000
"All Seasons Park","Condominium",1288,3,3,10,1,"Non Bumi Lot","Freehold",695000
"Melody Homes","Apartment",700,3,2,8,1,"Non Bumi Lot","Freehold",350000
"Melody Homes","Apartment",700,3,2,8,1,"Non Bumi Lot","Freehold",370000
"Kenanga Apartment (Putra Perdana)","Apartment",800,3,2,4,0,"Bumi Lot","Leasehold",165000
"Tiara Ampang","Condominium",1300,3,2,10,1,"Non Bumi Lot","Leasehold",420000
"Jasmine Court","Apartment",925,3,2,2,1,"Non Bumi Lot","Freehold",368000
"Senibong Cove - The WaterEdge Apartments","Apartment",1206,3,2,12,2,"Non Bumi Lot","Freehold",660000
"Park Avenue (Tampoi Indah)","Apartment",710,3,2,1,0,"Non Bumi Lot","Leasehold",175000
"Pangsapuri Desa Palma (Alma)","Flat",657,2,2,3,0,"Non Bumi Lot","Freehold",110000
"Mutiara Magna","Apartment",650,3,2,3,0,"Bumi Lot","Leasehold",180000
"Bukit Pandan Kondominium 1","Condominium",1051,3,2,7,0,"Non Bumi Lot","Freehold",298000
"Seri Pauh","Flat",603,3,1,3,1,"Non Bumi Lot","Leasehold",170000
"Tiara Mutiara","Condominium",850,3,2,0,1,"Non Bumi Lot","Freehold",380000
"Vista Amani","Condominium",1101,4,2,6,1,"Non Bumi Lot","Leasehold",440000
"Taman Sri Sentosa","Apartment",600,3,2,7,0,"Non Bumi Lot","Leasehold",178000
"Pantai Indah Fasa 2","Apartment",764,3,2,0,1,"Non Bumi Lot","Leasehold",290000
"Lexis","Service Residence",605,1,1,7,0,"Non Bumi Lot","Freehold",218800
"Bukit OUG Condominium","Condominium",1222,3,2,9,0,"Non Bumi Lot","Freehold",378000
"Amara Service Residences","Service Residence",900,3,2,10,2,"Non Bumi Lot","Freehold",260000
"Desa Tanjung Apartment","Apartment",874,3,2,4,1,"Non Bumi Lot","Leasehold",275000
"Pangsapuri Putra Damai","Flat",700,3,1,6,0,"Non Bumi Lot","Freehold",265000
"One Medini Condominium","Condominium",873,2,1,0,0,"Non Bumi Lot","Leasehold",330000
"Amara Service Residences","Service Residence",1900,3,3,12,3,"Non Bumi Lot","Freehold",450000
"Lexis Hibiscus","Others",770,1,1,8,0,"Non Bumi Lot","Leasehold",450000
"Taman Bukit Pelangi (Shah Alam)","Apartment",926,3,2,8,1,"Bumi Lot","Freehold",270000
"Bukit Pandan Kondominium 1","Condominium",1100,2,2,10,1,"Non Bumi Lot","Freehold",300000
"Casa Subang","Service Residence",1062,4,2,8,1,"Non Bumi Lot","Freehold",420000
"Spring & Summer Tower, All Seasons Park","Condominium",887,3,2,5,1,"Non Bumi Lot","Freehold",465000
"Setia Tri-Angle Residential Condominiums","Condominium",1295,3,2,13,2,"Non Bumi Lot","Freehold",538000
"Mewah View Luxurious Apartments","Apartment",1250,4,3,12,0,"Non Bumi Lot","Freehold",328000
"All Seasons Park","Condominium",887,3,2,10,1,"Non Bumi Lot","Freehold",450000
"All Seasons Park","Condominium",1288,3,3,10,2,"Non Bumi Lot","Freehold",750000
"All Seasons Park","Condominium",887,3,2,10,2,"Non Bumi Lot","Freehold",495000
"Mawar Sari","Apartment",950,3,2,6,1,"Bumi Lot","Leasehold",355000
"Intana Ria","Apartment",844,3,2,5,0,"Bumi Lot","Leasehold",229000
"Tanjung Court","Apartment",800,3,2,2,1,"Non Bumi Lot","Leasehold",288000
"Tanjung Court","Apartment",800,3,2,2,1,"Non Bumi Lot","Leasehold",330000
"Seri Baiduri Apartment (Bukit Indah)","Apartment",900,3,2,2,1,"Bumi Lot","Leasehold",234000
"Boulevard Condominium (BLVD)","Condominium",2335,4,3,14,4,"Non Bumi Lot","Freehold",1150000
"SqWhere","Service Residence",1507,4,3,12,3,"Non Bumi Lot","Leasehold",1080000
"Scenaria North Kiara","Condominium",1250,3,3,11,2,"Non Bumi Lot","Freehold",750000
"Casa Kiara 2","Condominium",1500,4,3,12,2,"Non Bumi Lot","Freehold",850000
"Anjali @ North Kiara","Condominium",1319,3,2,12,2,"Non Bumi Lot","Freehold",890000
"Mentari Court","Apartment",775,3,2,6,1,"Bumi Lot","Leasehold",338000
"Rumah Pangsa Saga (Saga Suria)","Flat",711,3,2,2,0,"Bumi Lot","Leasehold",210000
"Casa Lago","Condominium",861,2,2,3,1,"Non Bumi Lot","Leasehold",249900
"Desamas Melur","Apartment",800,3,2,8,1,"Non Bumi Lot","Freehold",320000
"Taman Puchong Perdana","Flat",560,3,1,1,0,"Bumi Lot","Leasehold",150000
"Sri Ria Apartments","Apartment",910,3,2,8,1,"Non Bumi Lot","Freehold",240000
"Taman Restu","Flat",620,2,1,0,0,"Non Bumi Lot","Freehold",85000
"Sri Putramas","Condominium",1100,3,2,10,2,"Non Bumi Lot","Freehold",400000
"Sri Acappella Serviced Apartments","Service Residence",737,1,1,10,1,"Bumi Lot","Leasehold",370000
"Mayang Apartment (Bayan Baru)","Apartment",840,3,1,1,0,"Non Bumi Lot","Leasehold",240000
"I-Park Apartment","Apartment",650,3,2,4,1,"Non Bumi Lot","Freehold",215000
"Andari Townvilla","Apartment",1130,3,2,7,1,"Bumi Lot","Leasehold",320000
"Palm Gardens","Condominium",2650,5,4,2,0,"Non Bumi Lot","Freehold",780000
"Lily & Jasmine","Apartment",1001,3,2,0,0,"Non Bumi Lot","Leasehold",210000
"Suriamas","Condominium",1300,4,2,11,2,"Non Bumi Lot","Leasehold",498000
"Sri Impian Apartment","Apartment",700,3,2,3,1,"Non Bumi Lot","Leasehold",250000
"Puncak Baiduri Apartment","Apartment",1017,3,2,5,1,"Non Bumi Lot","Freehold",325000
